hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
5304, 0.00000, 1195.86, 252.102, 1102.72, 200.459, 1168.45, 237.599
5305, 0.00000, 1137.11, 223.523, 1059.59, 179.435, 1110.81, 209.173
5306, 0.00000, 1134.03, 222.481, 1041.5, 170.652, 1131.25, 220.359
5307, 0.00000, 1091.42, 201.673, 1000.32, 150.123, 1049.39, 178.852
5308, 0.00000, 1040.48, 175.797, 971.318, 135.668, 1016.39, 162.188
5309, 0.00000, 1057.43, 184.873, 963.884, 131.963, 1031.93, 170.703
5310, 0.00000, 1068.26, 189.652, 1003.2, 151.713, 1058.47, 183.605
5311, 0.00000, 1095.37, 203.137, 1032.93, 166.658, 1078.48, 193.368
5312, 0.00000, 1157.86, 234.378, 1079.2, 189.457, 1137.39, 222.76
5313, 0.00000, 1233.72, 271.312, 1148.03, 223.198, 1230.84, 269.146
5314, 0.00000, 1282.91, 295.781, 1178.65, 238.018, 1245.97, 275.855
5315, 0.00000, 1311.97, 309.048, 1209.64, 252.827, 1318.96, 312.208
5316, 0.00000, 1382.04, 343.554, 1269.12, 282.149, 1368.49, 336.791
5317, 0.00000, 1382.39, 343.525, 1287.76, 291.804, 1361.89, 332.829
5318, 0.00000, 1357.05, 330.65, 1277.6, 286.826, 1379.17, 342.285
5319, 0.00000, 1376.1, 340.486, 1290.46, 293.231, 1360.17, 332.216
5320, 0.00000, 1363.36, 334.289, 1267.48, 281.698, 1365.81, 335.763
5321, 0.00000, 1356.84, 331.242, 1267.79, 281.967, 1327.38, 315.944
5322, 0.00000, 1305.94, 306.597, 1210.08, 253.195, 1291.65, 298.869
5323, 0.00000, 1324.42, 314.706, 1222.47, 258.658, 1280.45, 291.818
5324, 0.00000, 1292.84, 298.687, 1201.02, 248.125, 1273.05, 288.48
5325, 0.00000, 1240.35, 272.912, 1148.44, 222.272, 1224.25, 264.213
5326, 0.00000, 1191, 249.21, 1097.45, 197.363, 1173.14, 239.576
5327, 0.00000, 1171.97, 240.5, 1071.72, 184.846, 1133.49, 219.997
5328, 0.00000, 1102.31, 206.039, 1013.51, 155.906, 1055.01, 180.577
5329, 0.00000, 1041.09, 175.535, 976.563, 137.98, 1032.65, 170.249
5330, 0.00000, 1013.79, 162.397, 927.912, 113.603, 1013.97, 161.679
5331, 0.00000, 974.278, 142.541, 913.466, 106.683, 970.138, 139.179
5332, 0.00000, 991.253, 151.603, 911.798, 105.867, 957.533, 132.939
5333, 0.00000, 963.844, 137.376, 903.479, 101.618, 941.335, 124.498
5334, 0.00000, 1011.49, 161.17, 951.627, 125.97, 1000.64, 154.614
5335, 0.00000, 1053.05, 182.799, 967.716, 134.015, 1009.11, 158.738
5336, 0.00000, 1068.36, 189.771, 997.369, 148.717, 1069.67, 189.804
5337, 0.00000, 1175.34, 242.837, 1078.92, 188.782, 1178.86, 244.187
5338, 0.00000, 1180.22, 244.438, 1086.49, 191.847, 1188.3, 247.982
5339, 0.00000, 1209.18, 259.363, 1098.19, 198.062, 1211.5, 260.29
5340, 0.00000, 1227.06, 267.706, 1146.34, 222.568, 1232.5, 270.402
5341, 0.00000, 1251.92, 280.534, 1140.5, 219.016, 1236.7, 272.322
5342, 0.00000, 1272.33, 290.536, 1183.21, 240.671, 1260.67, 284.243
5343, 0.00000, 1308.44, 308.149, 1228.12, 263.059, 1321.5, 314.545
5344, 0.00000, 1235.38, 271.948, 1148.54, 223.52, 1242.95, 275.725
5345, 0.00000, 1246.02, 277.203, 1164.71, 231.448, 1244.12, 276.136
5346, 0.00000, 1244.52, 275.557, 1175.17, 236.198, 1259.18, 283.079
5347, 0.00000, 1244.54, 275.348, 1146.47, 221.48, 1216.65, 260.741
5348, 0.00000, 1258.97, 281.957, 1181.88, 238.871, 1246.79, 275.457
5349, 0.00000, 1238.03, 272.204, 1133.52, 215.024, 1217.66, 261.533
5350, 0.00000, 1199.17, 253.12, 1106.12, 201.359, 1170.77, 238.132
5351, 0.00000, 1135.94, 222.469, 1046.14, 172.115, 1099.35, 202.781
5352, 0.00000, 1069.67, 189.963, 995.925, 147.499, 1045.49, 176.419
5353, 0.00000, 1061.55, 186.387, 986.186, 142.914, 1016.74, 161.948
5354, 0.00000, 1013.82, 162.076, 953.913, 126.903, 1010.87, 159.705
5355, 0.00000, 992.392, 151.928, 915.967, 107.671, 956.107, 131.798
5356, 0.00000, 1009.13, 160.579, 945.342, 123.001, 976.087, 142.141
5357, 0.00000, 964.572, 138.104, 881.604, 90.283, 927.913, 117.663
5358, 0.00000, 972.394, 141.512, 909.207, 104.437, 954.675, 131.18
5359, 0.00000, 1053.58, 182.656, 990.026, 145.262, 1038.86, 173.844
5360, 0.00000, 1119.54, 215.246, 1036.26, 167.676, 1094.75, 201.316
5361, 0.00000, 1190.97, 250.912, 1090.39, 195, 1178.06, 243.567
5362, 0.00000, 1264.89, 287.823, 1166.42, 233.158, 1260.87, 285.108
5363, 0.00000, 1291.11, 300.559, 1184.78, 241.89, 1260.07, 284.007
5364, 0.00000, 1331.52, 319.812, 1244.79, 271.572, 1312.77, 309.74
5365, 0.00000, 1320.36, 314.79, 1222.03, 260.53, 1306.69, 307.022
5366, 0.00000, 1328.42, 318.663, 1235.13, 267.035, 1316.44, 312.013
5367, 0.00000, 1334.48, 321.033, 1234.68, 266.314, 1323.52, 315.016
5368, 0.00000, 1372.25, 340.143, 1271.83, 284.966, 1357.6, 332.525
5369, 0.00000, 1328, 317.993, 1234.04, 266.016, 1314.09, 310.279
5370, 0.00000, 1279.71, 293.091, 1202.06, 249.878, 1284.31, 295.289
5371, 0.00000, 1265.65, 285.64, 1174.88, 235.215, 1250.52, 277.045
5372, 0.00000, 1282.28, 292.889, 1185.69, 240.206, 1282.38, 292.668
5373, 0.00000, 1256.74, 280.446, 1171.41, 233.158, 1241.22, 271.913
5374, 0.00000, 1228.69, 267.937, 1125.63, 211.277, 1197.67, 251.616
5375, 0.00000, 1121.57, 214.951, 1047.11, 172.67, 1112.29, 209.498
5376, 0.00000, 1068.8, 189.327, 993.819, 146.598, 1049.51, 178.8
5377, 0.00000, 1010.43, 160.495, 949.02, 124.588, 984.576, 146.165
5378, 0.00000, 984.758, 148.087, 912.767, 106.08, 953.733, 130.712
5379, 0.00000, 947.516, 129.519, 874.489, 86.8842, 904.421, 105.603
5380, 0.00000, 900.273, 105.346, 842.684, 70.8577, 871.57, 88.9289
5381, 0.00000, 912.801, 111.947, 845.254, 72.2172, 887.731, 97.5811
5382, 0.00000, 1010.25, 161.3, 935.96, 118.208, 973.254, 140.82
5383, 0.00000, 991.288, 151.544, 927.458, 113.953, 1001.65, 155.691
5384, 0.00000, 1094.28, 202.497, 1011.2, 155.316, 1086.41, 197.571
5385, 0.00000, 1130.88, 220.978, 1051.53, 175.803, 1121.92, 215.451
5386, 0.00000, 1226.72, 268.868, 1120.81, 210.231, 1206.23, 257.817
5387, 0.00000, 1239.16, 274.687, 1146.53, 222.845, 1228.19, 268.161
5388, 0.00000, 1272.59, 291.511, 1166.21, 232.818, 1231.98, 269.697
5389, 0.00000, 1282.16, 296.186, 1170.79, 235.001, 1271.13, 289.96
5390, 0.00000, 1325.06, 316.479, 1222.88, 260.596, 1309.98, 308.559
5391, 0.00000, 1313.19, 310.637, 1222.7, 260.605, 1312.72, 310.181
5392, 0.00000, 1288.68, 298.571, 1191.11, 244.711, 1274, 290.589
5393, 0.00000, 1270.03, 289.022, 1175.89, 236.82, 1256.41, 281.618
5394, 0.00000, 1240.98, 274.486, 1133.51, 215.574, 1239.61, 273.198
5395, 0.00000, 1250.82, 277.693, 1173.01, 234.342, 1263, 283.45
5396, 0.00000, 1281.93, 292.395, 1205.65, 249.851, 1273.71, 287.856
5397, 0.00000, 1223.39, 264.396, 1127.75, 211.631, 1221.55, 262.961
5398, 0.00000, 1180.42, 243.804, 1082.36, 189.658, 1150.13, 227.822
5399, 0.00000, 1136.57, 222.569, 1046.23, 171.975, 1103.05, 204.632
5400, 0.00000, 1034.14, 171.48, 987.471, 143.417, 1023.19, 165.05
5401, 0.00000, 1027.23, 169.082, 964.742, 132.502, 1020.7, 164.791
5402, 0.00000, 984.719, 147.93, 924.657, 112.384, 958.857, 133.199
5403, 0.00000, 922.155, 116.312, 861.035, 80.0985, 906.877, 107.099
5404, 0.00000, 949.035, 129.832, 892.598, 96.3373, 943.206, 125.745
5405, 0.00000, 921.141, 115.647, 870.373, 84.9522, 909.753, 108.538
5406, 0.00000, 957.904, 134.299, 902.466, 101.187, 958.518, 133.421
5407, 0.00000, 1010.17, 161.181, 943.277, 122.098, 984.792, 146.717
5408, 0.00000, 1109.74, 210.01, 1034.37, 167.047, 1118.69, 213.942
5409, 0.00000, 1134.42, 222.758, 1056.03, 178.084, 1116.76, 212.676
5410, 0.00000, 1240.43, 275.804, 1118.79, 208.949, 1217.13, 263.246
5411, 0.00000, 1281.63, 295.875, 1176.81, 237.236, 1264.02, 285.904
5412, 0.00000, 1277.13, 293.608, 1177.47, 237.704, 1266.89, 287.23
5413, 0.00000, 1300.9, 304.867, 1190.15, 243.541, 1298.71, 303.104
5414, 0.00000, 1303.29, 306.484, 1193.1, 245.287, 1301.06, 304.445
5415, 0.00000, 1478.84, 395.132, 1300.34, 299.385, 1515.75, 412.927
5416, 0.00000, 1315.86, 312.237, 1231.38, 264.495, 1305.45, 306.126
5417, 0.00000, 1286.62, 296.97, 1197.52, 247.042, 1293.21, 299.727
5418, 0.00000, 1237.25, 272.636, 1132.91, 214.581, 1232.23, 269.326
5419, 0.00000, 1255.41, 280.369, 1150.85, 222.858, 1243.18, 273.615
5420, 0.00000, 1301.2, 302.407, 1178.07, 235.588, 1274.54, 288.464
5421, 0.00000, 1267.21, 286.703, 1139.54, 216.894, 1211.94, 257.796
5422, 0.00000, 1224.59, 265.803, 1117.68, 206.402, 1182.24, 243.419
5423, 0.00000, 1210.69, 259.654, 1100.18, 198.207, 1168.36, 237.133
5424, 0.00000, 1071.39, 190.357, 988.11, 142.787, 1058.76, 182.936
5425, 0.00000, 1042.84, 177.21, 954.819, 126.58, 1004.85, 156.157
5426, 0.00000, 1041.65, 176.492, 964.964, 132.046, 1005.7, 156.697
5427, 0.00000, 988.74, 150.213, 894.375, 96.1883, 955.659, 131.843
5428, 0.00000, 1001.29, 156.248, 921.817, 110.203, 979.305, 143.722
5429, 0.00000, 966.312, 138.427, 899.093, 98.8969, 953.584, 130.812
5430, 0.00000, 1020.79, 166.105, 926.624, 112.643, 1026.08, 167.817
5431, 0.00000, 1061.04, 186.535, 933.195, 115.713, 1032.61, 170.577
5432, 0.00000, 1088.48, 199.167, 988.986, 143.314, 1098.94, 203.624
5433, 0.00000, 1182.72, 247.047, 1026.05, 161.568, 1140.6, 223.98
5434, 0.00000, 1178.79, 244.271, 1070.78, 184.241, 1162.89, 235.113
5435, 0.00000, 1269.43, 289.744, 1144.89, 221.264, 1255.11, 281.415
5436, 0.00000, 1276.59, 292.712, 1174.15, 235.961, 1289.53, 298.58
5437, 0.00000, 1311.36, 310.044, 1199.49, 248.143, 1272.47, 289.253
5438, 0.00000, 1314.35, 311.566, 1221.23, 259.425, 1302.43, 304.59
5439, 0.00000, 1322.78, 315.5, 1222.9, 259.798, 1287.65, 296.665
5440, 0.00000, 1308.74, 308.792, 1212.36, 254.647, 1284.11, 295.412
5441, 0.00000, 1313.48, 311.014, 1213.38, 255.024, 1286.42, 296.507
5442, 0.00000, 1248.94, 278.681, 1157.08, 227.237, 1246.74, 276.662
5443, 0.00000, 1277.53, 291.257, 1203.91, 249.725, 1278.29, 290.852
5444, 0.00000, 1333.88, 318.384, 1218.75, 255.7, 1328.6, 315.314
5445, 0.00000, 1317.78, 310.69, 1214.43, 253.71, 1288.61, 295.49
5446, 0.00000, 1275.37, 290.212, 1173.09, 233.711, 1258.8, 281.483
5447, 0.00000, 1225.29, 266.311, 1124.08, 210.15, 1188.45, 246.779
5448, 0.00000, 1140.69, 224.912, 1057.84, 177.769, 1111.45, 209.013
5449, 0.00000, 1182.41, 246.377, 1068.58, 183.154, 1138, 222.834
5450, 0.00000, 1079.57, 195.197, 971.521, 134.596, 1035.35, 171.358
5451, 0.00000, 1062.13, 186.704, 970.804, 134.789, 1033.63, 171.027
5452, 0.00000, 1053.7, 182.654, 965.14, 132.073, 1024.5, 166.363
5453, 0.00000, 1034.54, 172.983, 943.868, 121.345, 1015.34, 161.979
5454, 0.00000, 1067.66, 189.642, 960.142, 129.254, 1054.5, 181.659
5455, 0.00000, 1083.38, 197.455, 948.478, 123.143, 1062.81, 185.601
5456, 0.00000, 1150.05, 230.746, 997.019, 146.981, 1121.29, 214.6
5457, 0.00000, 1210.02, 260.709, 1076.82, 187.569, 1171.18, 239.578
5458, 0.00000, 1256.38, 283.728, 1107.05, 202.169, 1201.76, 254.693
5459, 0.00000, 1365.74, 337.577, 1197.28, 246.7, 1309.14, 307.822
5460, 0.00000, 1268.44, 288.693, 1158.96, 228.263, 1264.5, 285.993
5461, 0.00000, 1305.4, 307.199, 1207.98, 252.817, 1274.07, 290.295
5462, 0.00000, 1344.77, 326.309, 1249.71, 273.275, 1307.41, 306.413
5463, 0.00000, 1330.42, 319.633, 1218.04, 257.532, 1292.92, 299.383
5464, 0.00000, 1312.37, 311.031, 1201.45, 249.414, 1267.36, 287.044
5465, 0.00000, 1307.35, 307.55, 1197.45, 246.976, 1291.89, 299.209
5466, 0.00000, 1282.47, 295.045, 1170.12, 233.186, 1291.49, 299.12
5467, 0.00000, 1297.96, 301.807, 1194.87, 244.962, 1267.01, 285.56
5468, 0.00000, 1327.52, 315.368, 1222.21, 257.749, 1301.99, 302.242
5469, 0.00000, 1298.86, 301.77, 1189.49, 241.843, 1239.79, 271.282
5470, 0.00000, 1249.14, 277.44, 1155.79, 225.363, 1217.13, 260.521
5471, 0.00000, 1216.58, 262.018, 1121.63, 208.734, 1181.39, 243.473
5472, 0.00000, 1144.16, 226.834, 1060.77, 179.453, 1114.11, 210.529
5473, 0.00000, 1111.78, 210.77, 1037.15, 167.835, 1091.29, 199.476
5474, 0.00000, 1055.29, 182.948, 979.271, 139.193, 1053.11, 181.068
5475, 0.00000, 1055.48, 183.662, 970.695, 134.821, 1004.82, 156.137
5476, 0.00000, 1063.39, 187.608, 978.346, 138.829, 1053.22, 181.296
5477, 0.00000, 1031.46, 171.378, 957.712, 128.489, 1008.85, 158.492
5478, 0.00000, 1071.1, 191.217, 1003.12, 151.495, 1060.44, 184.751
5479, 0.00000, 1101.35, 207.152, 998.068, 148.798, 1055.58, 182.28
5480, 0.00000, 1127.09, 219.703, 1033.13, 166.097, 1082.8, 195.656
5481, 0.00000, 1171.73, 240.596, 1070.49, 183.941, 1166.77, 237.326
5482, 0.00000, 1266.45, 287.895, 1143.17, 219.823, 1246.63, 276.668
5483, 0.00000, 1326.66, 317.272, 1188.77, 242.131, 1311.85, 309.017
5484, 0.00000, 1294.16, 300.383, 1206.13, 251.153, 1309.47, 307.741
5485, 0.00000, 1313.64, 309.888, 1192.88, 243.958, 1335.52, 320.767
5486, 0.00000, 1335.8, 321.181, 1245.19, 270.326, 1343.17, 324.529
5487, 0.00000, 1324.15, 314.781, 1250.26, 273.042, 1330.66, 317.805
5488, 0.00000, 1294.79, 300.754, 1220.35, 258.518, 1301.83, 304.13
5489, 0.00000, 1277.04, 292.128, 1184.71, 240.364, 1270.15, 288.257
5490, 0.00000, 1280, 293.46, 1178.16, 236.972, 1282.9, 294.646
5491, 0.00000, 1309.4, 307.32, 1184.55, 239.208, 1267.81, 285.512
5492, 0.00000, 1371.1, 336.595, 1243.11, 267.609, 1355.65, 328.6
5493, 0.00000, 1362.53, 333.664, 1210.86, 252.093, 1316.42, 309.768
5494, 0.00000, 1292.26, 298.977, 1152.96, 223.453, 1273.58, 288.809
5495, 0.00000, 1214.99, 260.811, 1113.56, 204.656, 1204.41, 254.951
5496, 0.00000, 1172.81, 241.198, 1059.47, 178.256, 1132.06, 219.299
5497, 0.00000, 1169.18, 239.733, 1063.62, 180.753, 1153.34, 230.544
5498, 0.00000, 1145.78, 229.257, 992.21, 144.955, 1086.08, 197.236
5499, 0.00000, 1127.09, 219.65, 1003.48, 151.096, 1096.05, 202.404
5500, 0.00000, 1139.03, 226.486, 965.088, 131.516, 1068.13, 188.597
5501, 0.00000, 1107.9, 210.358, 971.647, 135.199, 1095.73, 202.891
5502, 0.00000, 1152.95, 232.44, 1028.76, 163.669, 1130.12, 219.524
5503, 0.00000, 1166.8, 239.306, 1019.98, 158.958, 1139.96, 224.316
5504, 0.00000, 1143.29, 227.655, 1004.3, 151.222, 1117.43, 213.198
5505, 0.00000, 1287.54, 299.019, 1103.56, 199.947, 1277.92, 293.088
5506, 0.00000, 1322.14, 314.844, 1161.65, 228.006, 1320.73, 313.273
5507, 0.00000, 1348.74, 327.561, 1208.57, 251.604, 1304.34, 304.389
5508, 0.00000, 1349.86, 327.866, 1210.01, 252.127, 1349.52, 327.216
5509, 0.00000, 1333.34, 320.134, 1185.55, 240.537, 1313.69, 309.583
5510, 0.00000, 1324.6, 315.689, 1199.22, 247.707, 1326.47, 316.135
5511, 0.00000, 1314.91, 310.419, 1229.81, 263.179, 1319.87, 312.73
5512, 0.00000, 1302.11, 303.783, 1190.89, 243.616, 1317.2, 311.251
5513, 0.00000, 1365.89, 335.526, 1235.73, 265.265, 1344.87, 325.048
5514, 0.00000, 1310.2, 308.402, 1189.25, 243.009, 1296.54, 301.275
5515, 0.00000, 1332.99, 318.117, 1192.81, 243.13, 1323.64, 313.176
5516, 0.00000, 1365.2, 333.883, 1190.35, 241.421, 1345.59, 323.605
5517, 0.00000, 1312.37, 306.118, 1160.38, 225.345, 1289.68, 294.636
5518, 0.00000, 1278.43, 290.892, 1092.61, 192.625, 1209.23, 255.331
5519, 0.00000, 1239.66, 272.915, 1058.08, 176.068, 1195.09, 249.286
5520, 0.00000, 1199.12, 252.999, 1061.48, 178.42, 1182.18, 243.272
5521, 0.00000, 1133.08, 221.182, 1003.37, 150.192, 1095.08, 200.559
5522, 0.00000, 1126.31, 218.667, 973.715, 135.488, 1078.46, 192.926
5523, 0.00000, 1108.78, 210.127, 960.261, 128.963, 1074.77, 191.399
5524, 0.00000, 1050.32, 180.616, 929.261, 113.377, 1055.43, 181.85
5525, 0.00000, 1061.95, 186.238, 933.277, 115.538, 1057.62, 182.847
5526, 0.00000, 1140.77, 225.865, 998.967, 148.429, 1109.23, 208.317
5527, 0.00000, 1187.34, 249.248, 982.542, 139.536, 1121.48, 213.797
5528, 0.00000, 1228.3, 268.616, 1051.05, 173.308, 1217.48, 261.71
5529, 0.00000, 1277.99, 292.249, 1100.55, 197.424, 1229.6, 266.741
5530, 0.00000, 1351.12, 328.157, 1137.67, 215.118, 1299.79, 300.726
5531, 0.00000, 1431.92, 366.615, 1249.82, 270.238, 1419.49, 359.221
5532, 0.00000, 1351.13, 326.697, 1203.06, 247.074, 1394.13, 347.157
5533, 0.00000, 1347.16, 324.333, 1226.9, 259.151, 1377.72, 338.762
5534, 0.00000, 1371.81, 336.406, 1224.45, 257.845, 1377.5, 339.032
5535, 0.00000, 1367.35, 335.102, 1207.58, 249.614, 1351.17, 326.087
5536, 0.00000, 1300.57, 302.113, 1188.22, 241.17, 1325.19, 314.121
5537, 0.00000, 1320.8, 312.679, 1191.45, 242.564, 1294.24, 298.52
5538, 0.00000, 1320.73, 313.544, 1194.3, 245.025, 1299.52, 301.958
5539, 0.00000, 1288.35, 295.066, 1176.3, 234.499, 1314.46, 307.32
5540, 0.00000, 1386.56, 342.942, 1250.41, 270.251, 1365.44, 331.596
5541, 0.00000, 1377.11, 338.616, 1213.52, 251.905, 1346.42, 322.473
5542, 0.00000, 1317.78, 309.623, 1162.43, 227.162, 1326.72, 313.618
5543, 0.00000, 1280.65, 293.153, 1136.23, 215.445, 1237.98, 270.57
5544, 0.00000, 1211.54, 260.079, 1074.01, 185.374, 1197.51, 251.579
5545, 0.00000, 1195.43, 253.182, 1035.35, 166.711, 1171.43, 239.693
5546, 0.00000, 1180.87, 246.489, 1019.53, 159.064, 1150.23, 229.493
5547, 0.00000, 1103.81, 207.839, 983.222, 141.281, 1103.7, 206.598
5548, 0.00000, 1126.31, 219.007, 992.546, 145.798, 1141.1, 225.597
5549, 0.00000, 1119.51, 215.736, 995.917, 147.638, 1119.43, 214.321
5550, 0.00000, 1227.12, 268.941, 1074.83, 186.645, 1203.83, 255.98
5551, 0.00000, 1197.63, 253.241, 1056.37, 176.791, 1180.44, 243.278
5552, 0.00000, 1286.73, 296.991, 1145, 220.403, 1285.09, 294.974
5553, 0.00000, 1282.37, 295.161, 1147.45, 222.165, 1288.02, 296.971
5554, 0.00000, 1295.52, 301.165, 1147.34, 221.762, 1278.37, 291.844
5555, 0.00000, 1296.03, 301.407, 1156.91, 226.487, 1288.82, 296.668
5556, 0.00000, 1332.55, 319.226, 1164.61, 230.013, 1338.84, 321.503
5557, 0.00000, 1285.97, 295.967, 1146.58, 221.117, 1338.8, 321.606
5558, 0.00000, 1309.59, 308.414, 1133.73, 214.703, 1283.54, 294.108
5559, 0.00000, 1279.6, 293.514, 1123.23, 209.586, 1262.45, 283.445
5560, 0.00000, 1287.53, 297.873, 1107.84, 201.827, 1233.68, 269.501
5561, 0.00000, 1277.42, 292.631, 1089.45, 192.436, 1257.29, 281.274
5562, 0.00000, 1185.8, 245.92, 1079.24, 187.425, 1225.65, 264.918
5563, 0.00000, 1323.89, 313.553, 1145.96, 218.757, 1274.87, 287.011
5564, 0.00000, 1302.54, 302.309, 1132.29, 212.334, 1294.63, 297.396
5565, 0.00000, 1230.97, 267.276, 1102.98, 198.465, 1245.07, 273.661
5566, 0.00000, 1202.05, 253.882, 1056.7, 175.726, 1182.35, 242.754
5567, 0.00000, 1153.1, 230.765, 1014.15, 155.43, 1120.62, 213.192
5568, 0.00000, 1102.56, 206.722, 962.68, 130.572, 1067.03, 187.434
5569, 0.00000, 1107.95, 210.006, 973.997, 136.471, 1071.25, 190.023
5570, 0.00000, 1006.66, 159.392, 898.184, 98.7217, 997.135, 153.044
5571, 0.00000, 972.805, 142.273, 900.28, 100.3, 950.818, 129.582
5572, 0.00000, 974.576, 143.393, 874.897, 86.8977, 941.568, 124.923
5573, 0.00000, 974.316, 143.31, 891.895, 95.8381, 963.494, 136.369
5574, 0.00000, 1060.38, 186.443, 961.93, 130.993, 1056.26, 183.229
5575, 0.00000, 1099.04, 205.539, 985.396, 142.461, 1077.21, 193.12
5576, 0.00000, 1163.76, 237.728, 1042.9, 170.927, 1149.6, 229.383
5577, 0.00000, 1180.29, 245.378, 1101.25, 200.559, 1182.07, 245.36
5578, 0.00000, 1268.2, 289.078, 1175.4, 237.392, 1244.8, 276.363
5579, 0.00000, 1284.73, 297.104, 1179.08, 239.047, 1278.12, 293.047
5580, 0.00000, 1316.97, 312.96, 1232.68, 265.962, 1313.51, 310.74
5581, 0.00000, 1378.67, 343.407, 1281.05, 289.877, 1372.73, 340.111
5582, 0.00000, 1350.13, 328.425, 1272.84, 285.549, 1347.4, 326.94
5583, 0.00000, 1352.29, 329.65, 1276.66, 287.536, 1344.97, 325.475
5584, 0.00000, 1370.95, 339.508, 1279.77, 288.845, 1353.68, 330
5585, 0.00000, 1295.12, 302.135, 1203.56, 251.182, 1280.75, 294.107
5586, 0.00000, 1253.11, 280.968, 1162.12, 230.424, 1242.56, 274.827
5587, 0.00000, 1256.86, 281.63, 1164.62, 230.412, 1233.38, 269.039
5588, 0.00000, 1308.35, 306.418, 1205.98, 250.574, 1303.21, 303.692
5589, 0.00000, 1254.57, 279.683, 1184.1, 240.068, 1257.71, 280.767
5590, 0.00000, 1232.09, 268.688, 1150.66, 223.507, 1220.16, 262.407
5591, 0.00000, 1164.67, 236.738, 1061.61, 179.761, 1142.57, 224.8
5592, 0.00000, 1147.73, 228.703, 1052.77, 175.739, 1125.65, 216.561
5593, 0.00000, 1088.82, 200.237, 992.255, 146.083, 1065.11, 187.058
5594, 0.00000, 1063.06, 187.785, 962.94, 131.444, 1026.9, 167.866
5595, 0.00000, 1052.21, 182.593, 944.101, 122.088, 1019.06, 164.318
5596, 0.00000, 1063.02, 187.386, 959.389, 129.626, 1038.19, 173.7
5597, 0.00000, 1102.14, 207.61, 961.481, 130.39, 1051.36, 180.407
5598, 0.00000, 1154.27, 232.875, 1016.32, 157.482, 1134.84, 222.076
5599, 0.00000, 1211.27, 261.118, 1040.54, 169.258, 1206.65, 257.535
5600, 0.00000, 1244.99, 277.053, 1079.35, 187.931, 1265.21, 286.008
5601, 0.00000, 1277.31, 293.212, 1102.17, 199.696, 1270.05, 288.548
5602, 0.00000, 1299.96, 304.34, 1115.71, 206.003, 1298.68, 302.392
5603, 0.00000, 1342.27, 324.456, 1187.36, 241.788, 1390.03, 347.822
5604, 0.00000, 1366.46, 336.394, 1221.74, 258.668, 1388.75, 346.625
5605, 0.00000, 1401.44, 353.697, 1212.74, 253.585, 1401.39, 352.948
5606, 0.00000, 1420.22, 362.104, 1282.83, 288.72, 1425.26, 364.15
5607, 0.00000, 1414.38, 359.794, 1274.03, 284.307, 1399.04, 351.555
5608, 0.00000, 1372.02, 338.419, 1214.4, 254.393, 1362.07, 333.336
5609, 0.00000, 1415.3, 360.664, 1243.37, 268.658, 1378.83, 341.422
5610, 0.00000, 1364.68, 334.483, 1185.82, 239.624, 1327.85, 315.423
5611, 0.00000, 1349.54, 325.915, 1183.16, 237.488, 1333.3, 316.548
5612, 0.00000, 1474.53, 386.09, 1262.2, 275.438, 1407.14, 351.786
5613, 0.00000, 1349.37, 324.477, 1197.98, 243.986, 1329.86, 313.44
5614, 0.00000, 1379.89, 340.361, 1184.77, 237.794, 1324.39, 311.657
5615, 0.00000, 1333.01, 318.009, 1161.19, 227.068, 1309.28, 305.416
5616, 0.00000, 1285.29, 295.902, 1123.35, 209.478, 1253.47, 279.082
5617, 0.00000, 1219.71, 264.556, 1054.62, 176.001, 1189.09, 248.147
5618, 0.00000, 1191.98, 251.31, 1023.88, 160.898, 1178.43, 243.462
5619, 0.00000, 1184.08, 247.918, 1035.85, 167.229, 1166.16, 237.833
5620, 0.00000, 1114.53, 212.909, 974.38, 136.519, 1107.1, 208.055
5621, 0.00000, 1166.2, 238.963, 1011.67, 155.05, 1147.58, 228.27
5622, 0.00000, 1222.53, 266.716, 1061.76, 180.061, 1182.45, 245.051
5623, 0.00000, 1262.12, 286.131, 1036.81, 166.694, 1225.01, 265.578
5624, 0.00000, 1209.06, 259.43, 1045.05, 171.045, 1215.55, 260.767
5625, 0.00000, 1228.68, 268.788, 1068.59, 182.872, 1213.88, 259.787
5626, 0.00000, 1260.94, 284.82, 1110.77, 203.921, 1277.05, 291.726
5627, 0.00000, 1270.3, 289.199, 1129.12, 213.065, 1270.45, 288.242
5628, 0.00000, 1267.16, 287.943, 1110.7, 203.767, 1237.3, 271.85
5629, 0.00000, 1240.37, 275.009, 1111.48, 204.543, 1244.1, 275.735
5630, 0.00000, 1239.17, 273.873, 1135.59, 216.863, 1226.05, 266.465
5631, 0.00000, 1230.06, 270.286, 1090.94, 194.748, 1181.85, 244.596
5632, 0.00000, 1231.92, 270.982, 1113.42, 205.751, 1192.33, 249.741
5633, 0.00000, 1192.83, 251.784, 1078.41, 188.454, 1144.63, 225.871
5634, 0.00000, 1211.43, 260.858, 1095.95, 197.117, 1172.82, 240.039
5635, 0.00000, 1257.87, 282.748, 1117.01, 206.377, 1214.61, 259.607
5636, 0.00000, 1321.17, 312.338, 1198.38, 246.262, 1327.12, 314.871
5637, 0.00000, 1256.54, 281.131, 1124.64, 209.707, 1231.91, 267.664
5638, 0.00000, 1242.76, 274.655, 1110.82, 203.254, 1219.15, 261.982
