hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
1, 0.00000, 1223.48, 262.545, 1119.65, 205.918, 1184.99, 242.289
2, 0.00000, 1153.47, 229.468, 1063.03, 179.263, 1114.44, 208.897
3, 0.00000, 1176.15, 241.053, 1091.19, 193.688, 1142.44, 223.261
4, 0.00000, 1197.37, 252.097, 1104.05, 200.541, 1168.31, 236.679
5, 0.00000, 1172.9, 239.666, 1100.22, 198.664, 1151.32, 228.096
6, 0.00000, 1204.59, 255.972, 1130.19, 213.841, 1194.92, 250.473
7, 0.00000, 1213.16, 259.923, 1119.44, 208.085, 1193.46, 249.372
8, 0.00000, 1269.62, 288.095, 1138.7, 217.432, 1207.68, 256.055
9, 0.00000, 1264.37, 284.1, 1133.56, 214.055, 1208.02, 255.053
10, 0.00000, 1247.73, 275.236, 1113.25, 202.613, 1193.45, 246.538
11, 0.00000, 1257.45, 278.161, 1114.89, 202.378, 1219.87, 258.17
12, 0.00000, 1301.94, 298.474, 1138.2, 212.121, 1227.3, 259.916
13, 0.00000, 1237.41, 266.062, 1069.53, 178.121, 1167.71, 229.857
14, 0.00000, 1183.52, 238.832, 1022.63, 154.433, 1124.37, 207.535
15, 0.00000, 1159.81, 227.501, 977.6, 132.544, 1099.66, 195.57
16, 0.00000, 1169.15, 231.118, 1017.42, 151.776, 1127.72, 208.868
17, 0.00000, 1124.58, 210.004, 954.55, 121.268, 1072.25, 182.19
18, 0.00000, 1068.9, 182.886, 915.729, 102.249, 1035.26, 164.345
19, 0.00000, 1182.4, 237.178, 1057.66, 170.55, 1172.26, 230.429
20, 0.00000, 1205.36, 249.218, 1069.84, 177.14, 1198.75, 244.28
21, 0.00000, 1153.66, 224.062, 1027.76, 157.036, 1132.75, 212.304
22, 0.00000, 1156.36, 226.566, 1022.61, 155.145, 1121.41, 207.88
23, 0.00000, 1087.44, 194.892, 955.101, 123.607, 1062.43, 181.027
24, 0.00000, 1062.66, 183.868, 932.745, 113.397, 1024.38, 163.193
25, 0.00000, 983.997, 145.869, 859.932, 78.0522, 934.46, 119.35
26, 0.00000, 946.246, 127.378, 847.942, 72.3441, 913.362, 109.073
27, 0.00000, 997.376, 153.235, 902.578, 100.241, 960.425, 133.096
28, 0.00000, 955.071, 132.315, 865.078, 81.435, 917.32, 111.61
29, 0.00000, 960.131, 134.791, 882.756, 90.4689, 940.609, 123.56
30, 0.00000, 955.304, 132.587, 890.964, 94.7259, 942.889, 124.956
31, 0.00000, 1044.89, 177.047, 953.226, 125.468, 1011.08, 158.571
32, 0.00000, 1076.19, 192.854, 960.971, 129.432, 1028.87, 167.173
33, 0.00000, 1134.35, 220.39, 1006.89, 151.015, 1102.96, 202.896
34, 0.00000, 1170.59, 237.327, 1031.22, 162.242, 1134.13, 217.245
35, 0.00000, 1162.93, 231.729, 1024.06, 157.273, 1133, 214.947
36, 0.00000, 1169.29, 233.405, 1022.68, 155.604, 1130.78, 212.603
37, 0.00000, 1155.97, 225.83, 987.808, 137.608, 1100.68, 196.634
38, 0.00000, 1190.77, 241.145, 1031.91, 157.982, 1152.59, 220.357
39, 0.00000, 1199.88, 244.462, 1017.28, 150.331, 1148.28, 217.084
40, 0.00000, 1177.39, 233.232, 984.068, 133.55, 1103.82, 194.714
41, 0.00000, 1091.6, 191.447, 920.144, 102.789, 1047.25, 167.315
42, 0.00000, 1122.85, 206.596, 942.989, 113.626, 1062.95, 174.79
43, 0.00000, 1149.82, 219.903, 981.566, 132.314, 1100.87, 193.702
44, 0.00000, 1111.43, 202.232, 951.047, 118.04, 1062.8, 176.275
45, 0.00000, 1142.35, 217.022, 980.495, 132.322, 1098.6, 193.672
46, 0.00000, 1050.55, 173.915, 906.824, 97.8611, 1016.97, 155.539
47, 0.00000, 1064.35, 182.146, 919.69, 105.052, 1003.53, 150.237
48, 0.00000, 1032.12, 167.682, 895.421, 93.9556, 982.745, 141.12
49, 0.00000, 965.048, 135.532, 840.409, 67.4934, 914.971, 108.48
50, 0.00000, 934.838, 121.118, 818.314, 56.8576, 888.975, 96.1305
51, 0.00000, 913.934, 111.23, 802.17, 49.1844, 866.222, 85.0965
52, 0.00000, 891.523, 100.048, 790.2, 43.2875, 852.194, 78.3269
53, 0.00000, 853.25, 80.868, 761.448, 28.9593, 826.593, 65.4573
54, 0.00000, 874.597, 91.9208, 773.322, 34.8986, 835.406, 70.0218
55, 0.00000, 890.896, 99.8241, 808.504, 52.7719, 878.776, 91.828
56, 0.00000, 971.378, 140.071, 840.933, 68.7146, 909.707, 106.876
57, 0.00000, 1020.46, 163.779, 873.784, 84.7232, 975.938, 139.363
58, 0.00000, 1077.57, 190.961, 908.948, 101.272, 1022.68, 161.292
59, 0.00000, 1136.76, 218.131, 973.353, 131.913, 1066.26, 180.964
60, 0.00000, 1134.18, 215.343, 971.439, 129.988, 1081.14, 186.948
61, 0.00000, 1179.98, 236.281, 1004.67, 145.17, 1107.75, 198.564
62, 0.00000, 1160.68, 225.734, 964.936, 124.999, 1096.2, 191.518
63, 0.00000, 1167.78, 228.463, 964.394, 124.124, 1083.31, 184.638
64, 0.00000, 1162.73, 225.092, 952.563, 118.068, 1072.75, 178.865
65, 0.00000, 1168.25, 227.558, 948.303, 115.608, 1083.86, 183.675
66, 0.00000, 1119.99, 205.017, 918.932, 101.717, 1047.41, 166.783
67, 0.00000, 1178.89, 232.985, 997.613, 139.269, 1112.91, 198.336
68, 0.00000, 1166.66, 227.864, 993.106, 138.087, 1098.7, 192.552
69, 0.00000, 1170.96, 229.972, 1004.17, 143.563, 1097.88, 192.428
70, 0.00000, 1083.24, 189.329, 918.557, 103.253, 998.966, 145.997
71, 0.00000, 1088.15, 192.875, 932.615, 110.568, 1016.64, 155.376
72, 0.00000, 1024.49, 162.841, 876.992, 84.265, 961.514, 129.542
73, 0.00000, 969.97, 136.938, 834, 63.8653, 926.726, 113.457
74, 0.00000, 961.52, 133.452, 833.456, 63.8873, 916.871, 109.096
75, 0.00000, 946.049, 126.447, 821.956, 58.4774, 890.544, 96.3988
76, 0.00000, 904.954, 106.25, 783.7, 39.663, 858.138, 80.6144
77, 0.00000, 916.111, 111.835, 800.067, 47.7375, 881.972, 92.6086
78, 0.00000, 932.72, 120.795, 808.823, 52.2847, 885.584, 94.8044
79, 0.00000, 956.944, 133.04, 828.971, 62.7283, 910.33, 107.417
80, 0.00000, 963.364, 136.043, 838.081, 66.9014, 918.913, 111.371
81, 0.00000, 977.049, 141.915, 828.621, 61.629, 919.697, 110.887
82, 0.00000, 1001.62, 152.61, 855.484, 74.1628, 955.882, 127.585
83, 0.00000, 1088.84, 193.817, 915.106, 102.197, 1033.93, 164.277
84, 0.00000, 1084.92, 191.531, 913.924, 101.582, 1038.12, 166.365
85, 0.00000, 1064.31, 182.182, 879.65, 85.1035, 1000.66, 148.196
86, 0.00000, 1046.49, 173.422, 887.946, 89.5676, 1001.13, 148.836
87, 0.00000, 1039.78, 169.82, 894.45, 92.618, 992.413, 144.186
88, 0.00000, 1092.6, 195.972, 936.11, 112.896, 1041.84, 168.53
89, 0.00000, 1068.4, 184.111, 931.15, 110.603, 1054.34, 174.806
90, 0.00000, 1117.59, 208.082, 980.541, 134.807, 1076.69, 185.965
91, 0.00000, 1159.61, 228.958, 1012.54, 150.702, 1123.41, 209.281
92, 0.00000, 1161.1, 229.868, 1020.69, 154.715, 1123.66, 209.389
93, 0.00000, 1171.61, 235.146, 1028.36, 158.648, 1116.98, 206.012
94, 0.00000, 1159.19, 229.219, 1026.66, 158.064, 1117.55, 206.861
95, 0.00000, 1109.86, 205.712, 1005.55, 148.317, 1075.4, 186.831
96, 0.00000, 1127.72, 215.169, 1001.39, 146.68, 1077.92, 188.58
97, 0.00000, 1095.97, 200.795, 969.635, 131.704, 1043.79, 172.553
98, 0.00000, 1019.15, 163.243, 898.193, 96.6573, 983.375, 143.382
99, 0.00000, 1047.79, 177.588, 950.512, 123.027, 1010.56, 157.052
100, 0.00000, 1007.07, 157.846, 911.624, 104.315, 967.385, 136.251
101, 0.00000, 1022.29, 165.298, 934.33, 115.697, 998.279, 151.736
102, 0.00000, 1103.3, 206.126, 1003.23, 150.443, 1072.83, 189.504
103, 0.00000, 1143.1, 225.922, 1047.94, 172.597, 1122.98, 214.617
104, 0.00000, 1279.98, 292.989, 1172.42, 233.519, 1238.77, 271.153
105, 0.00000, 1264.15, 284.493, 1137.97, 215.871, 1216.5, 259.498
106, 0.00000, 1325.95, 313.643, 1184.07, 237.29, 1272.77, 285.865
107, 0.00000, 1355.52, 326.801, 1223.24, 255.824, 1327.01, 311.354
108, 0.00000, 1358.69, 328.153, 1222.07, 255.125, 1306.51, 301.648
109, 0.00000, 1395.2, 343.986, 1251.38, 268.058, 1362.4, 327.08
110, 0.00000, 1381.12, 335.965, 1234.78, 258.22, 1331.07, 309.829
111, 0.00000, 1413.68, 350.152, 1242.5, 260.197, 1345.66, 314.681
112, 0.00000, 1455.84, 367.59, 1278.29, 275.229, 1385.51, 331.479
113, 0.00000, 1440.88, 360.635, 1282.9, 277.792, 1401.84, 339.837
114, 0.00000, 1438.91, 359.365, 1284.44, 278.616, 1399.74, 338.489
115, 0.00000, 1455.53, 370.919, 1319.57, 299.076, 1423.27, 353.909
116, 0.00000, 1411.56, 349.973, 1279.96, 280.239, 1384.23, 335.447
117, 0.00000, 1349.27, 319.741, 1232.02, 257.307, 1284.28, 286.574
118, 0.00000, 1324.29, 308.381, 1211.69, 247.825, 1289.64, 290.282
119, 0.00000, 1306.85, 301.564, 1184.8, 235.995, 1241.11, 267.855
120, 0.00000, 1247.2, 273.882, 1134.28, 212.734, 1203.4, 250.892
121, 0.00000, 1219.04, 261.052, 1102.63, 197.573, 1165.54, 232.941
122, 0.00000, 1140.5, 222.928, 1036.7, 165.648, 1095.4, 198.996
123, 0.00000, 1131.69, 219.404, 1036.85, 166.596, 1086.97, 195.563
124, 0.00000, 1073.07, 190.704, 985.526, 141.387, 1035.24, 170.261
125, 0.00000, 1096.58, 202.84, 991.516, 144.44, 1044.67, 175.048
126, 0.00000, 1111.02, 210.262, 1017.82, 157.874, 1079.79, 193.281
127, 0.00000, 1170.18, 239.438, 1082, 189.577, 1135.13, 220.537
128, 0.00000, 1176.15, 242.146, 1064.59, 180.351, 1151.29, 228.417
129, 0.00000, 1326.89, 315.112, 1191.36, 241.678, 1272.1, 286.672
130, 0.00000, 1287.77, 293.729, 1168.46, 228.826, 1254.3, 275.711
131, 0.00000, 1388.55, 340.549, 1239.84, 261.245, 1340.67, 315.149
132, 0.00000, 1378.31, 333.124, 1213.46, 246.618, 1319.43, 302.7
133, 0.00000, 1377.74, 330.495, 1237.99, 256.655, 1334.51, 307.58
134, 0.00000, 1392.39, 335.676, 1212.06, 242.383, 1323.01, 299.779
135, 0.00000, 1386.79, 330.811, 1222.3, 245.729, 1334.6, 303.775
136, 0.00000, 1297.88, 288.291, 1149.44, 210.914, 1241.71, 259.419
137, 0.00000, 1350.04, 312.564, 1176.95, 223.83, 1273.72, 274.09
138, 0.00000, 1391.1, 332.015, 1211.51, 239.949, 1335.95, 303.039
139, 0.00000, 1352.1, 313.855, 1177.87, 224.512, 1300.15, 286.946
140, 0.00000, 1331.88, 305.55, 1171.06, 222.385, 1278.89, 278.573
141, 0.00000, 1365.02, 321.048, 1192.74, 232.618, 1303.36, 289.57
142, 0.00000, 1300.48, 292.195, 1120.33, 199.535, 1227.62, 255.314
143, 0.00000, 1262.29, 275.268, 1115.12, 198.142, 1202.69, 244.683
144, 0.00000, 1191.24, 243.048, 1048.28, 167.353, 1145.66, 219.295
145, 0.00000, 1131.06, 215.031, 993.946, 141.851, 1086.48, 191.437
146, 0.00000, 1119.03, 210.331, 981.993, 136.79, 1061, 179.722
147, 0.00000, 1042.21, 173.38, 913.612, 103.664, 1000.3, 150.686
148, 0.00000, 1094.32, 199.056, 987.624, 140.385, 1062.62, 181.686
149, 0.00000, 1086.1, 195.804, 973.872, 134.072, 1048.3, 175.151
150, 0.00000, 1126.45, 215.841, 1016.86, 155.382, 1103.78, 202.865
151, 0.00000, 1249.43, 275.709, 1122.43, 206.844, 1210.15, 254.487
152, 0.00000, 1318.49, 308.395, 1166.35, 227.542, 1254.06, 274.949
153, 0.00000, 1374.45, 333.988, 1214.57, 249.619, 1298.92, 295.082
154, 0.00000, 1416.01, 352.211, 1224.45, 252.628, 1329.35, 307.374
155, 0.00000, 1398.37, 340.623, 1217.31, 247.033, 1313.24, 297.345
156, 0.00000, 1392.24, 335.561, 1208.82, 241.644, 1312.17, 294.692
157, 0.00000, 1389.89, -57.0228, 1195.59, -160.29, 1301.39, -101.895
158, 0.00000, 1388.58, -57.2245, 1190.18, -162.067, 1314.82, -95.0807
159, 0.00000, 1358.26, -71.6736, 1164.08, -173.49, 1282.78, -109.869
160, 0.00000, 1351.21, -74.6601, 1142.46, -183.622, 1272.46, -114.168
161, 0.00000, 1289.27, -104.441, 1089.86, -209.432, 1227.42, -135.617
162, 0.00000, 1355.19, -72.7172, 1146.66, -182.094, 1284.05, -108.095
163, 0.00000, 1398.66, -52.8206, 1195.85, -158.7, 1319.67, -91.2817
164, 0.00000, 1315.12, -93.4436, 1129.2, -191.254, 1259.58, -120.903
165, 0.00000, 1350.39, -76.1055, 1154, -178.94, 1280.69, -111.051
166, 0.00000, 1279.44, -111.58, 1091.82, -210.584, 1211.33, -145.738
167, 0.00000, 1227.66, -137.916, 1060.63, -227.737, 1173.43, -166.011
168, 0.00000, 1152.08, -177.303, 1014.51, -252.198, 1113.44, -196.964
169, 0.00000, 1097.81, 198.572, 956.218, 122.967, 1044.81, 170.463
170, 0.00000, 1085.99, 193.204, 961.672, 126.185, 1038.41, 167.795
171, 0.00000, 1084.53, 193.554, 950.614, 121.333, 1021.86, 160.444
172, 0.00000, 1067.43, 185.346, 945.746, 119.205, 1026.98, 163.369
173, 0.00000, 1026.6, 165.677, 917.006, 105.34, 984.138, 142.539
174, 0.00000, 1094.45, 199.423, 971.885, 132.652, 1043.3, 172.031
175, 0.00000, 1184.47, 243.242, 1063.23, 177.199, 1137.73, 218.15
176, 0.00000, 1247.05, 272.678, 1102.79, 195.832, 1201.63, 248.391
177, 0.00000, 1343.95, 318.147, 1169.51, 226.945, 1290.62, 289.898
178, 0.00000, 1345.55, 316.671, 1158.58, 220.044, 1271.74, 278.566
179, 0.00000, 1396.9, 338.262, 1200.05, 237.515, 1339.45, 308.261
180, 0.00000, 1475.85, -15.3908, 1280.06, -118.781, 1411.88, -47.7708
181, 0.00000, 1355.01, -73.8228, 1174.98, -169.424, 1316.58, -93.7616
182, 0.00000, 1409.21, -46.4065, 1191.29, -160.751, 1353.53, -75.3377
183, 0.00000, 1377.49, -61.764, 1167.22, -171.353, 1313.11, -94.4892
184, 0.00000, 1358.3, -70.5729, 1139.77, -184.566, 1285.45, -107.354
185, 0.00000, 1338.11, -80.3555, 1118.35, -194.569, 1264.15, -116.889
186, 0.00000, 1351.79, -73.8698, 1141.11, -183.557, 1272.47, -113.177
187, 0.00000, 1410.38, -47.1562, 1231.32, -140.652, 1361.19, -71.3469
188, 0.00000, 1403.34, -50.1858, 1192.3, -160.638, 1334.6, -84.3739
189, 0.00000, 1406.86, -48.8145, 1222.98, -145.219, 1332.42, -85.6332
190, 0.00000, 1345.66, -78.7229, 1157.49, -177.906, 1270.26, -116.18
191, 0.00000, 1346.91, -79.1011, 1169.12, -173.912, 1283.66, -111.273
192, 0.00000, 1306.15, -99.9565, 1136.26, -191.535, 1248.37, -129.276
193, 0.00000, 1201.43, -153.188, 1051.81, -233.998, 1162.79, -173.254
194, 0.00000, 1208.69, -149.87, 1051.91, -235.267, 1157.04, -176.906
195, 0.00000, 1171.89, 235.171, 1026.58, 157.722, 1110.83, 202.974
196, 0.00000, 1191.07, 245.288, 1043.79, 166.598, 1133.91, 214.961
197, 0.00000, 1205.19, 251.861, 1081.68, 185.005, 1164.04, 229.507
198, 0.00000, 1237.43, 267.709, 1102.38, 195.354, 1194.41, 244.465
199, 0.00000, 1354.73, 324.327, 1197.49, 241.216, 1305.65, 298.182
200, 0.00000, 1402.11, 346.096, 1246.83, 264.44, 1341.81, 314.975
201, 0.00000, 1425.69, 357.292, 1267.19, 274.023, 1376.1, 331.456
202, 0.00000, 1435.82, 360.703, 1256.19, 267.138, 1363.49, 323.278
203, 0.00000, 1481.3, 379.173, 1290.6, 281.276, 1413.1, 344.013
204, 0.00000, 1384.03, 331.031, 1206.44, 239.901, 1334.01, 304.663
205, 0.00000, 1384.86, 330.911, 1197.59, 235.155, 1300.91, 287.919
206, 0.00000, 1297.68, 292.78, 1112.25, 196.714, 1226.13, 255.712
207, 0.00000, 1275.96, 283.86, 1116.32, 199.985, 1231.58, 260.247
208, 0.00000, 1219.53, 256.761, 1063.19, 174.708, 1173.62, 232.459
209, 0.00000, 1180.1, 238.439, 1022.6, 155.477, 1138.01, 215.765
210, 0.00000, 1165.23, 231.771, 1003.98, 146.563, 1127.1, 210.829
211, 0.00000, 1215.71, 255.562, 1076.38, 181.346, 1178.51, 235.175
212, 0.00000, 1156.72, 227.598, 1017.25, 153.155, 1144.1, 219.427
213, 0.00000, 1131.39, 214.591, 1005.15, 146.904, 1102.26, 198.53
214, 0.00000, 1080.95, 190.424, 959.137, 124.976, 1076.4, 186.651
215, 0.00000, 1085.81, 194.045, 952.165, 122.296, 1052.1, 175.626
216, 0.00000, 1084.31, 194.04, 956.624, 125.13, 1026.01, 163.328
217, 0.00000, 1031.51, 169.066, 901.755, 98.5508, 990.881, 146.934
218, 0.00000, 999.216, 153.57, 882.355, 89.1739, 950.703, 127.314
219, 0.00000, 973.433, 140.869, 858.814, 77.7947, 929.801, 117.077
220, 0.00000, 962.071, 135.876, 855.498, 76.4116, 922.316, 113.716
221, 0.00000, 955.83, 132.854, 838.583, 67.931, 915.906, 110.549
222, 0.00000, 969.134, 139.43, 847.162, 72.0805, 935.155, 120.235
223, 0.00000, 996.014, 152.569, 881.474, 89.3824, 963.586, 134.409
224, 0.00000, 1050.48, 179.493, 914.206, 105.393, 1004.6, 154.521
225, 0.00000, 1044.68, 176.559, 890.115, 93.3431, 988.964, 146.599
226, 0.00000, 1120.2, 213.064, 952.385, 123.542, 1054.08, 177.897
227, 0.00000, 1156.68, 229.738, 989.326, 140.914, 1103.64, 201.163
228, 0.00000, 1180.02, 239.267, 993.959, 141.929, 1098.41, 196.604
229, 0.00000, 1229.35, 261.556, 1048.79, 167.317, 1152.84, 221.511
230, 0.00000, 1207.9, 250.573, 1029.2, 157.297, 1135.64, 212.649
231, 0.00000, 1237.87, 262.565, 1076.43, 178.71, 1166.59, 225.359
232, 0.00000, 1264.89, 274.046, 1068.03, 173.484, 1187.8, 234.228
233, 0.00000, 1252.03, 268.328, 1090.91, 184.958, 1193.59, 237.827
234, 0.00000, 1304.39, 293.441, 1144.96, 210.919, 1264.56, 272.093
235, 0.00000, 1307.29, 295.682, 1155.69, 216.666, 1281.97, 281.219
236, 0.00000, 1285.13, 285.335, 1114.68, 197.157, 1238.99, 261.031
237, 0.00000, 1311.02, 297.842, 1152.84, 215.435, 1252.91, 267.828
238, 0.00000, 1263.03, 276.296, 1131.58, 206.606, 1209.89, 248.556
239, 0.00000, 1272.56, 282.57, 1117.35, 200.817, 1200.99, 245.958
240, 0.00000, 1220.23, 259.007, 1082.63, 185.413, 1161.9, 228.4
241, 0.00000, 1149.77, 225.461, 1040.67, 165.757, 1099.41, 198.709
242, 0.00000, 1130.83, 217.296, 1018.52, 155.808, 1092.71, 196.733
243, 0.00000, 1124.42, 214.255, 1030.64, 162.083, 1106.1, 203.706
244, 0.00000, 1130.49, 217.756, 1027.5, 160.772, 1096.32, 199.128
245, 0.00000, 1116.59, 211.123, 1008.44, 151.285, 1072.02, 187.104
246, 0.00000, 1174.99, 240.31, 1075.68, 184.966, 1138.85, 220.415
247, 0.00000, 1201.93, 253.29, 1080.41, 186.835, 1154.85, 228.118
248, 0.00000, 1285.57, 293.376, 1153.91, 222.208, 1221.82, 259.923
249, 0.00000, 1327.23, 312.742, 1174.8, 231.95, 1267.25, 281.5
250, 0.00000, 1365.33, 328.448, 1215, 249.206, 1295.84, 292.322
251, 0.00000, 1386.38, 336.357, 1208.28, 243.931, 1304.63, 294.474
252, 0.00000, 1356.02, 319.581, 1183.55, 230.434, 1292.3, 286.462
253, 0.00000, 1292.99, 287.682, 1106.22, 191.573, 1215.32, 247.221
254, 0.00000, 1338.22, -82.0723, 1139.33, -186.775, 1258.65, -122.477
255, 0.00000, 1305.08, -97.2865, 1112.18, -199.05, 1230.79, -135.535
256, 0.00000, 1261.97, -117.508, 1060.64, -223.908, 1173.66, -162.587
257, 0.00000, 1241.08, -127.644, 1043.41, -231.68, 1163.65, -166.586
258, 0.00000, 1260.1, -118.826, 1066.19, -221.553, 1179.19, -159.677
259, 0.00000, 1348.47, -77.1979, 1164.38, -174.748, 1280.02, -111.539
260, 0.00000, 1366.48, -68.3708, 1164.66, -175.256, 1277.84, -113.065
261, 0.00000, 1358.18, -72.9897, 1194.34, -159.449, 1281.15, -111.101
262, 0.00000, 1416.24, -45.4951, 1245.33, -135.854, 1332.49, -87.2718
263, 0.00000, 1345.35, -80.1567, 1170.11, -174.362, 1257.96, -124.333
264, 0.00000, 1314, -96.7464, 1166.07, -176.973, 1238.23, -135.398
265, 0.00000, 1224.92, -141.247, 1067.18, -227.645, 1148.48, -181.074
266, 0.00000, 1280.15, -115.011, 1128.69, -197.563, 1207.37, -152.65
267, 0.00000, 1223.75, -143.622, 1078.93, -222.622, 1156.87, -178.184
268, 0.00000, 1142.03, 220.849, 1014.11, 152.175, 1094.9, 195.977
269, 0.00000, 1172.16, 236.227, 1038.04, 163.733, 1112.72, 204.744
270, 0.00000, 1232.07, 265.662, 1097.65, 193.419, 1192.68, 244.41
271, 0.00000, 1310.6, 303.729, 1184.33, 235.97, 1293.62, 294.087
272, 0.00000, 1353.75, 323.432, 1207.57, 245.653, 1295.93, 293.299
273, 0.00000, 1397.01, 342.073, 1236.23, 257.862, 1348.15, 316.469
274, 0.00000, 1385.64, 334.121, 1212.91, 244.52, 1320.11, 299.947
275, 0.00000, 1448.94, 361.73, 1263.31, 266.115, 1372.32, 322.222
276, 0.00000, 1419.76, -43.3676, 1222.54, -147.317, 1353.05, -76.7272
277, 0.00000, 1349.41, -76.8758, 1163.74, -175.065, 1288.7, -107.168
278, 0.00000, 1360.07, -71.1637, 1166.86, -172.464, 1291.67, -105.054
279, 0.00000, 1334.85, -82.7539, 1144.8, -181.97, 1266.1, -117.264
280, 0.00000, 1342.78, -79.0416, 1153.36, -177.696, 1265.86, -116.698
281, 0.00000, 1278.42, -109.882, 1087.47, -209.58, 1198, -149.483
282, 0.00000, 1283.68, -107.479, 1089.11, -209.183, 1230.72, -133.62
283, 0.00000, 1357.17, -72.721, 1174.41, -169.296, 1293.37, -104.676
284, 0.00000, 1331.6, -85.4964, 1151.39, -180.552, 1287.24, -107.415
285, 0.00000, 1340.78, -80.9529, 1152.37, -179.497, 1270.37, -115.421
286, 0.00000, 1282.12, -109.838, 1099.34, -206.195, 1207.22, -146.969
287, 0.00000, 1262.56, -120.37, 1080.35, -217.206, 1190.66, -156.357
288, 0.00000, 1231.48, -136.541, 1056.58, -229.958, 1151.14, -176.765
289, 0.00000, 1214.45, -145.775, 1043.11, -238.237, 1138.16, -184.738
290, 0.00000, 1200.89, -153.545, 1041.85, -239.728, 1136.04, -186.833
291, 0.00000, 1111.73, 205.17, 965.979, 127.74, 1056.52, 176.145
292, 0.00000, 1079.72, 190.477, 947.188, 119.123, 1032.59, 165.143
293, 0.00000, 1095.72, 198.978, 956.057, 123.869, 1033.64, 166.419
294, 0.00000, 1086.12, 194.873, 944.944, 118.675, 1047.43, 173.834
295, 0.00000, 1128.53, 215.966, 1014.37, 153.326, 1111.9, 205.987
296, 0.00000, 1243.77, 271.793, 1110.38, 199.905, 1201.07, 248.981
297, 0.00000, 1264.98, 281.329, 1120.14, 203.862, 1211.81, 253.526
298, 0.00000, 1355.42, 324.258, 1200.84, 242.027, 1295.78, 292.898
299, 0.00000, 1348.62, 319.938, 1202.49, 242.181, 1294.08, 291.181
300, 0.00000, 1368.36, 328.636, 1210.06, 245.118, 1309.34, 297.954
301, 0.00000, 1347.25, 317.677, 1188.93, 234.131, 1298.24, 291.613
302, 0.00000, 1324.4, 305.834, 1157.21, 218.549, 1261.62, 273.221
303, 0.00000, 1309.09, 298.358, 1156.03, 217.988, 1265.52, 275.419
304, 0.00000, 1255.36, 272.66, 1090.06, 185.985, 1211.39, 249.445
305, 0.00000, 1296.88, 292.05, 1137.15, 208.367, 1259.15, 271.833
306, 0.00000, 1347.98, 316.26, 1191.89, 234.88, 1306.07, 294.363
307, 0.00000, 1381.61, 332.386, 1241.44, 258.767, 1347.81, 314.403
308, 0.00000, 1399.84, 342.086, 1248.06, 262.359, 1350.81, 316.613
309, 0.00000, 1418.11, 351.056, 1264.37, 269.941, 1347.11, 314.692
310, 0.00000, 1411.67, 348.91, 1260.39, 269.114, 1352.32, 318.654
311, 0.00000, 1356.05, 324.698, 1211.56, 247.824, 1301.96, 296.548
312, 0.00000, 1279.18, 289.061, 1147.62, 218.057, 1212.15, 254.42
313, 0.00000, 1206.51, 254.151, 1100.05, 196.29, 1166.59, 233.357
314, 0.00000, 1174.29, 239.685, 1065.21, 180.109, 1134.65, 218.961
315, 0.00000, 1169.61, 238, 1067.59, 181.736, 1121.13, 212.612
316, 0.00000, 1142.43, 224.916, 1051.77, 174.333, 1097.8, 201.285
317, 0.00000, 1167.57, 237.51, 1091.35, 194.088, 1124.88, 214.778
318, 0.00000, 1238.54, 272.887, 1131.88, 214.162, 1204.03, 254.684
319, 0.00000, 1313.11, 309.493, 1210.52, 253.007, 1280.61, 292.475
320, 0.00000, 1409.29, 354.594, 1274.42, 282.911, 1359.72, 329.397
321, 0.00000, 1409.08, 354.077, 1270.38, 280.465, 1362.05, 329.908
322, 0.00000, 1445.51, 369.769, 1279.93, 283.187, 1380.03, 336.484
323, 0.00000, 1446.84, 368.376, 1285.91, 283.332, 1375.79, 331.677
324, 0.00000, 1368.72, 329.609, 1202.56, 242.252, 1299.13, 293.348
325, 0.00000, 1342.09, 314.265, 1181.03, 230.302, 1287.9, 285.944
326, 0.00000, 1341.95, 312.953, 1169.21, 223.481, 1272.01, 276.853
327, 0.00000, 1371.88, 325.545, 1191.89, 233.093, 1302.81, 290.3
328, 0.00000, 1342.59, 310.723, 1156.85, 215.581, 1279.15, 277.748
329, 0.00000, 1328.82, 303.4, 1122.17, 198.229, 1242.92, 259.667
330, 0.00000, 1310.78, 294.657, 1146.6, 210.046, 1269.19, 272.179
331, 0.00000, 1389.96, 332.9, 1237.34, 253.277, 1344.84, 308.374
332, 0.00000, 1338.85, 310.251, 1167.56, 221.515, 1274.52, 277.11
333, 0.00000, 1361.78, 321.329, 1182.89, 229.011, 1277.99, 278.767
334, 0.00000, 1253.51, 271.226, 1114, 197.549, 1206.57, 246.641
335, 0.00000, 1269.47, 280.715, 1147.32, 215.207, 1236.12, 262.709
336, 0.00000, 1250.01, 273.562, 1128.57, 208.098, 1201.88, 248.312
337, 0.00000, 1219.98, 260.078, 1097.03, 193.926, 1180.64, 239.342
338, 0.00000, 1233.14, 267.427, 1118.05, 204.859, 1178.38, 238.979
339, 0.00000, 1225.96, 264.945, 1113.32, 203.341, 1162.37, 231.671
340, 0.00000, 1206.22, 255.479, 1097.48, 195.759, 1153.34, 227.913
341, 0.00000, 1194.3, 250.35, 1095.89, 195.801, 1150.6, 227.329
342, 0.00000, 1269.05, 287.481, 1157.34, 226.225, 1221.53, 262.447
